,Rat,Timepoint_Name,Speed_Group,Belt_Speed,Stride,Step_Length,Step_Duration,Stance_Duration,Step_Height,Mean_Asis_Toe_Height,Variation_Asis_Toe_Height,Mean_Asis_Toe_Height_Stance,Variation_Asis_Toe_Height_Stance,Mean_Asis_Toe_Height_Swing,Variation_Asis_Toe_Height_Swing,Mean_Ankle,Variation_Ankle,Mean_Ankle_Stance,Variation_Ankle_Stance,Mean_Ankle_Swing,Variation_Ankle_Swing,Mean_Knee,Variation_Knee,Mean_Knee_Stance,Variation_Knee_Stance,Mean_Knee_Swing,Variation_Knee_Swing,Mean_Hip,Variation_Hip,Mean_Hip_Stance,Variation_Hip_Stance,Mean_Hip_Swing,Variation_Hip_Swing,Max_Asis_Height,Max_Asis_Height_Stance,Max_Asis_Height_Swing,Max_Hip_Height,Max_Hip_Height_Stance,Max_Hip_Height_Swing,Max_Knee_Height,Max_Knee_Height_Stance,Max_Knee_Height_Swing,Max_Ankle_Height,Max_Ankle_Height_Stance,Max_Ankle_Height_Swing,Min_Asis_Height,Min_Asis_Height_Stance,Min_Asis_Height_Swing,Min_Hip_Height,Min_Hip_Height_Stance,Min_Hip_Height_Swing,Min_Knee_Height,Min_Knee_Height_Stance,Min_Knee_Height_Swing,Min_Ankle_Height,Min_Ankle_Height_Stance,Min_Ankle_Height_Swing,Mean_Asis_Height,Mean_Asis_Height_Stance,Mean_Asis_Height_Swing,Mean_Hip_Height,Mean_Hip_Height_Stance,Mean_Hip_Height_Swing,Mean_Knee_Height,Mean_Knee_Height_Stance,Mean_Knee_Height_Swing,Mean_Ankle_Height,Mean_Ankle_Height_Stance,Mean_Ankle_Height_Swing,Mean_Hip_Toe_Height,Mean_Hip_Toe_Height_Stance,Mean_Hip_Toe_Height_Swing,Mean_Knee_Toe_Height,Mean_Knee_Toe_Height_Stance,Mean_Knee_Toe_Height_Swing,Mean_Ankle_Toe_Height,Mean_Ankle_Toe_Height_Stance,Mean_Ankle_Toe_Height_Swing,Unnamed: 0_x,Unnamed: 0_y,Unnamed: 0_x.1,Unnamed: 0_y.1,exptype
372,196,week6,speed24,0.244102564,4.41025641,,0.450461538,0.285538462,,63.397051,13.2602522,68.38916757,8.959235946,52.86534422,8.556901331,83.96870386,13.42792726,90.1266542,8.223627612000001,74.78694264,20.8934247,66.48734032,11.01316714,70.527399,6.971371662999999,60.72554509,11.05673212,89.21636217,13.42792726,90.16996281,11.51894522,88.2022897,14.72820583,87.32677823,85.62563764,85.30488133,,,,,,,,,,77.68196544,78.05614774,79.14931848,,,,,,,,,,82.40956828,81.91931724,82.97679729,69.13883611,68.21841185,70.38907894,,,,,,,50.39563916,55.00988754,40.72957309,26.79336499,,18.88362634,,,13.91397929,10.0,10.0,10.0,10,dreadds
407,197,week6,speed24,0.24,3.5333333330000003,14.16531768,0.525333333,0.340266667,15.87619014,52.45995587,4.671599808,54.56170805,2.578716064,48.43651661,3.939152605,67.23620884,18.26691537,68.23505234,17.21844086,64.98723021,31.52958288,68.41054102,8.842205429,70.22447933,7.411398963,64.90655100000001,9.225843681,109.6893779,18.26691537,110.4633665,17.63743385,108.33418059999998,19.08818219,64.48828478,62.23716126,62.17896797,50.46881696,47.58224571,48.89637139,25.23297196,20.77562587,22.12981271,27.01132864,20.84657621,26.9331234,53.32548676,55.17002032,56.07440311,38.98940898,40.49050506,42.00231161,7.295520805,8.889115539,9.65778076,4.21912065,4.727595007,5.803847979,59.23571443,59.00954859,59.31019173,44.78902212,43.97254436,45.94358151,14.0364046,13.23716099,15.12462593,16.69369457,14.88787976,19.82397772,38.01326356,39.52470383,35.06990639,8.374802756000001,9.19923931,6.65213888,9.917936008,10.44003922,8.950302599,11.0,11.0,11.0,11,dreadds
442,198,week6,speed24,0.24,4.625,23.21795842,0.4265,0.2668,24.00002448,60.08897566,6.881078006,62.4964265,3.980986105,56.47564271,5.053641517,86.30091716,16.18990695,86.82024803,12.199196,85.9113502,22.07870179,89.66235063,11.33241639,92.0890363,7.089572621,85.19372721,12.32775889,106.4400117,16.18990695,107.1237678,14.70371722,105.3657222,16.07704988,74.85710005,72.44097955,73.53861107,64.55858187,61.44824685,63.50567122,38.59461695,33.3798148,36.0977805,34.72422897,24.2176539,33.50639774,65.44060656,66.24476735,67.96725725,53.04362394,53.8751299,56.25652906,21.06762632,21.76711554,23.23967992,8.366754236,10.15214977,10.94272598,70.00590721,69.06908398,71.48320462,58.61832098,57.16876054,60.86289467,28.02130519,26.37674508,30.55750587,21.00160807,18.38779072,25.24968998,48.70688195,50.59610305,45.86834928,18.26291147,19.96928583,15.71534344,11.12885553,11.89361229,10.24947058,12.0,12.0,12.0,12,dreadds
477,199,week6,speed24,0.24,4.1111111110000005,17.03658255,0.4703333329999999,0.296666667,16.82671089,63.18130393,5.086866168999999,66.02733916,2.565844387,58.28199957,3.963616321,80.00672773,13.24722128,83.13765703,11.09727952,74.83957951,20.66000854,88.11187385,10.23282643,91.369392,7.582576694,82.60162677,10.51313259,102.2037394,13.24722128,103.4987987,12.54097239,100.1451248,13.67558644,74.22117835,72.49979623,72.52303718,62.6078652,60.00465235,61.58410427,33.60021313,30.64985869,32.03136176,28.52565385,20.69240593,28.52565385,64.05601648,65.71528685,66.17983027,51.88601785,53.15114499,54.64058902,21.42280178,21.95183862,23.32189126,5.931117812999999,6.578727141,7.535141884,69.53173035,69.31054272,69.6551293,57.27979502,56.21721571,58.87830635,26.43693206,25.23721067,28.18118155,17.05963848,14.42633375,21.40677425,50.9293686,52.93401215,47.50517662,20.12049648,21.96548262,16.89284647,10.70921206,11.14313019,10.03364451,13.0,13.0,13.0,13,dreadds
512,226,week6,speed24,0.24,3.71875,8.909680707,0.512125,0.347125,16.58005088,68.89588745,5.293916542,71.19490071,3.70769433,64.08308492,4.434137764,67.66372692,15.376281400000002,68.76258189,9.673623076,65.25681255,17.38524474,72.69606357,9.490310247,75.78864995,6.150849947,66.44157888,10.62552305,130.5951621,15.376281400000002,131.1676499,14.02286397,129.1893052,17.91821849,78.75796862,78.01247739,76.86368338,53.98217533,52.78515414,52.53926912,31.31241637,29.66943962,29.96149117,30.42040945,23.51820756,30.42040945,71.83767069,72.0911225,73.5630949,46.60815025,46.7962973,48.73863581,13.36121669,13.36121669,15.84068355,6.082134027,6.577266745,7.298325522000001,75.28708821,75.14685994,75.46966803,50.12979182,49.57949478,51.20829299,19.85811208,18.82057773,22.06540723,17.79373957,15.60101495,22.24514743,43.73859106,45.62753555,39.82170988,13.50245922,14.87066967,10.80177156,11.40253881,11.64905572,10.85856431,14.0,14.0,14.0,14,dreadds
27,155,week7,speed24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,dreadds
62,162,week7,speed24,0.24,4.0,21.2737953,0.4932571429999999,0.333485714,18.47313194,55.02153225,5.462032227999999,56.89948438,4.2984080780000005,51.61619852,4.21521752,57.39649512,15.10609674,58.03902068,14.7672684,57.78304894,25.39032716,65.45084521,9.58284923,67.35044598,8.163737402999999,61.57378182,8.865995557,109.6089537,15.10609674,109.5118716,13.77193994,110.5881493,16.23707918,68.50262233,65.7020799,66.09405146,51.72942904,48.48889236,49.4127852,26.9522846,23.61270647,23.66812387,30.98259059,24.16191825,30.22754291,55.08102757,55.94752046,59.22359918,36.44409025,37.55255704,41.34275067,7.656404012999999,7.954156854,11.70365203,5.290143578,6.150868753999999,7.634223863,61.39110498,60.24273305,63.70861097,43.84070136,42.4206195,46.68687941,14.68683971,13.14467962,17.78731985,17.32684716,15.29393845,21.60255364,37.47735149,39.07737083,34.60612158,10.0628914,10.8485248,9.003155706,11.48840409,11.9589644,10.54311473,1.0,1.0,1.0,1,dreadds
97,166,week7,speed24,0.24,3.64516129,16.02829413,0.527612903,0.360387097,21.73980956,67.85550136,7.163565557999999,70.84157296,4.787535149,61.57887419,7.080459625,70.82659223,16.35847056,74.33184288,9.486218509,63.67279297,21.2187572,77.03230175,9.721414001,80.21672019,6.222872888,70.20870867,11.77006651,129.11706370000002,16.35847056,128.069793,14.18683646,131.2906849,20.01696141,79.78483853,79.10325192,78.32297836,56.3413591,55.2492815,54.81223861,34.15782804,32.79196965,33.10832018,35.26976752,25.1330837,35.26976752,71.45326514,71.52141590000001,72.56563469,46.97985111,46.99329362,48.92289569,13.55137943,13.5691407,15.71059186,10.07469813,10.74113093,11.23475019,75.21654077,75.06361811,75.64381816,51.21959435,50.53763521,52.71775772,20.98317863,20.0549919,23.01725617,20.64788482,18.13868095,25.93265545,43.85855494,46.31559006,38.65281375,14.1530726,15.83294675,10.66692065,13.28684541,13.9166358,11.86771148,2.0,2.0,2.0,2,dreadds
132,169,week7,speed24,0.24,3.413793103,15.40284619,0.55737931,0.365931034,17.61542937,53.2146809,5.405104849,55.2721803,3.923703052,49.02366997,3.658617703,79.57327491,10.49930752,79.38629919,24.12843144,79.13600295,33.42343827,67.36017914,9.99420952,68.53709919,7.756935919,64.62706800000001,11.65003095,115.7617835,10.49930752,114.9634391,8.866920972,117.2153294,12.16621332,67.69357617,66.28625712,64.05521923,51.59859949,49.70990782,48.65358939,25.99753266,23.60582948,23.85179518,28.85406145,23.59153986,28.78952394,53.02832142,54.82687067,56.56482299,36.28173878,37.80729119,40.08463507,10.63077731,13.5245783,12.20593908,4.326278052,4.430263824,6.605227234,61.44173326,61.39515948,61.05384726,44.97346211,44.48591126,45.47206003,18.0750733,18.39349927,17.03435462,18.63024692,17.07931995,21.37642417,36.74640975,38.36293208,33.44188273,10.68125241,12.38107248,7.296738935,10.40319455,10.95634077,9.346246874,3.0,3.0,3.0,3,cno
167,172,week7,speed24,0.24,4.114285714,,0.455314286,0.286057143,25.37189,48.45856017,7.969976697000001,49.7019274,4.697493161000001,45.51091811,5.682305407,60.94674694,15.64210167,64.09647419,18.17499656,56.22511398,24.61341914,72.05328968,12.96509096,75.21959964,10.03863174,69.40801031,10.15101464,104.1223436,15.64210167,103.0016753,12.32211703,104.6984523,13.6330405,66.51241539,63.18899749,63.90099789999999,51.94718447,49.25492099,49.62346308,29.28218038,24.88022848,25.12064943,31.46644497,25.26247447,29.72483844,50.56172436,52.96631407,54.87076775,35.97655011,38.34988323,40.47917683,9.961366039,12.41943878,13.67948606,6.81360391,7.974581086000001,8.593920407999999,58.28147404,57.52627637,60.21087588,44.16882652,43.42545713,46.16978056,17.63326922,17.26951255,19.35687066,17.86740746,16.22846764,21.46364342,34.73482021,36.13991174,31.87213948,10.45160818,12.58971157,7.966752014,11.212481599999998,11.60639513,10.7039015,4.0,4.0,4.0,4,cno
202,173,week7,speed24,0.24,3.911764706,16.82050021,0.4788235289999999,0.3236470589999999,12.21924865,48.51076881,3.23938439,49.57152349,2.44064834,46.08200481,2.138294767,71.11469049,13.03566387,71.10817662,23.56308159,71.15714261,34.15982754,75.69551654,10.94206545,77.35775223,9.506988958,72.22353889,12.15037768,113.3069361,13.03566387,112.4234322,12.37807654,115.3134614,13.76607697,59.25960839,57.42583094,57.32519609,46.48438372,44.77481262,44.91613269,14.95785227,12.5880899,13.23048513,22.68767989,17.41833676,22.68767989,48.42449313,49.39113965,51.56533307,35.49067197,36.40896462,39.073728,6.134477958,6.279145079,7.785116021,5.445124695,5.725798348,8.093947487000001,54.06436606,53.46721976,55.05691824,41.48434688,40.75885863,42.78086622,9.240563193,8.776215404,10.33258892,14.72203675,13.24029649,17.82893657,35.93074962,36.86316236,33.80595279,5.146298784,5.574290259,4.159132137,9.168439495,9.344600218,8.854023137999999,5.0,5.0,5.0,5,cno
237,174,week7,speed24,0.24,3.71875,13.92048072,0.5085,0.332375,15.46446167,55.74615443,5.30866766,58.81732804,2.8080049330000003,49.90967576,3.410325627,76.83135136,14.05803451,78.0650608,11.42810862,73.96580419,23.5137856,75.38077508,9.17135173,79.34105202,5.388300972000001,67.80649851,9.377057338,106.8077302,14.05803451,107.1919396,12.99667756,106.321112,15.7259786,65.80208068,65.43726904,62.56587392,55.08644021,54.49680701,52.27856844,33.62374488,30.30474392,32.23525257,26.04820041,18.36261601,26.04820041,57.39422644,58.64186039999999,58.22262336,46.20212831,47.46909715,47.19927144,17.0425103,17.30832328,17.71713884,6.280567285,6.635152587,7.442588342,61.81061669,62.31741694,60.57603354,50.77526711,50.99212095,50.12590218,24.29778731,23.27021012,25.72519647,15.88533028,13.72638046,19.77880029,44.71080485,47.49203204,39.4595444,18.23332504,19.77012121,15.05883869,9.886456131,10.32367996,9.112442513,6.0,6.0,6.0,6,cno
272,190,week7,speed24,0.24,3.321428571,13.08021592,0.5579999999999999,0.393571429,18.98920171,64.56233773,5.955919459,67.27690711,3.848382085,58.34240438,3.997317815,83.31031036,16.17119001,85.52763392,12.09325069,78.35135042,24.16716126,93.38636748,11.49248391,97.30848469,7.285909572,84.29352941,12.22709519,113.6864924,16.17119001,114.1778791,14.91368809,112.2169433,18.19525606,77.00184901,74.77567035,74.83307434,64.67517772,62.05642153,62.73455182,40.31623436,36.70318204,38.34026739,31.01506007,24.89449293,31.01506007,65.96500927,66.60014002,67.98405471,52.50478271,53.47527413,55.47954594,20.62033031,21.31211431,22.70199488,6.935984062999999,7.477209028,11.21331006,71.42016835,71.18338787,72.10150365,58.64312861,58.1828507,59.87050911,27.96574318,27.13627782,30.15559956,18.7346687,16.40668601,24.18636797,51.78529799,54.27636993,46.11140984,21.2859636,23.44477928,16.48191481,11.87683808,12.50020525,10.42726869,7.0,7.0,7.0,7,cno
307,191,week7,speed24,0.2394444439999999,4.1111111110000005,16.34553654,0.466888889,0.319666667,19.07439521,59.83546113,6.303944283,62.70169329,3.980655815,53.53003175,5.784884923,69.08907415,14.51099235,70.11246235,8.570013194,67.57284496,18.89267907,77.69388443,11.249714,82.71460807,5.542384001,67.97539492,10.75576922,118.5668509,14.51099235,118.0906143,13.65630754,119.9509996,15.40089519,69.52526927,68.75339508,67.78644293,55.44992318,54.36866471,53.73285934,30.36533809,28.95019105,29.24554426,31.49441583,24.96073109,31.35611067,62.60487677,62.61898362,63.56063807,48.25041297,48.28001468,49.47459464,14.43495447,14.52143352,15.37517107,7.788873766,7.83358874,9.569636256,66.06920917,65.93260518,66.23157689,51.77182065,51.46169578,52.3008783,21.08748013,20.60356655,22.04302041,19.09939834,16.64644511,24.10352084,45.54411795,48.23078389,39.65542055,15.21786006,17.39993024,10.93628447,12.94722022,13.41553322,11.88735097,8.0,8.0,8.0,8,cno
342,195,week7,speed24,0.2396685,3.448275862,19.97488903,0.568965517,0.3811034479999999,11.27094908,48.15625543,6.194007938,49.94549668,5.829963394,44.70905688,3.362324323,67.93099562,17.82184724,64.28292016,18.76833873,74.97229831,36.50404054,58.188636200000005,11.04503818,61.42725335,6.207866763999999,51.49633141,12.92072598,105.1216094,17.82184724,104.6210546,17.97027878,106.07573899999998,17.24177108,61.37732643,60.40970365,55.2131546,48.90270435,48.1208139,40.72369585,21.36622598,19.46707618,18.14021305,24.47733595,23.53675039,24.0739798,46.90911646,47.65110724,48.20743312,34.01817887,35.24669261,35.38078371,3.3715336710000003,4.422751167,3.407056477,5.280504529,5.785581027,7.152158114,54.06168533,55.17142961,51.91514017,41.07334248,42.52902089,38.17395088,10.87254404,12.26784211,8.554800167,17.95354967,18.14571835,17.61943713,35.16908211,37.30308796,30.97081391,8.506591984,9.819983054,5.641967233,12.12631877,12.91978542,10.61035517,9.0,9.0,9.0,9,dreadds
377,196,week7,speed24,0.24,4.1111111110000005,15.92487514,0.501,0.315111111,21.54234704,54.84272589,6.617528192000001,58.99846513,2.810335627,48.16175252,5.042582591,75.80879055,14.67385078,82.89169684,7.462771148,64.78580353,22.99315021,66.97878158,10.0660022,72.01936013,4.848764292,58.82350334,10.63359436,87.83627348,14.67385078,87.73432904,13.39823647,87.95202497,16.36136483,66.50514187,65.06844439,64.63004712,54.42971026,52.37120488,52.83071895,34.40376925,32.02982235,33.46114558,30.50584306,20.8545848,30.50584306,58.52566287,59.63126102,59.52094741,44.86240476,46.16914078,46.41470441,15.26609264,15.81774674,15.79860295,6.298113017,6.65712558,7.582666551,62.71774231,62.82277184,62.43670907,49.88543549,49.51748222,50.32686823,24.06437797,23.59082479,24.70582326,17.50746065,14.38208346,22.45252827,42.01041907,45.69317551,36.05191168,16.32516242,19.76732827,10.82609163,9.632444231,10.55777675,8.177571724,10.0,10.0,10.0,10,dreadds
412,197,week7,speed24,0.237647059,3.970588235,15.30759889,0.485529412,0.310470588,19.78381367,53.00759568,5.387257731,55.24719113,3.360789599,49.00474732,4.647808953,65.28628201,16.98236312,67.66957853,15.66898944,60.92762543,28.48605186,66.43842536,8.879626499,67.92042407,7.493737591,63.65605102,9.278351004,107.8317825,16.98236312,107.8460523,15.75638163,108.029497,18.46836055,65.90965197,64.07916881,64.39549067,51.53736826,48.85929305,50.55665605,26.35589169,22.95278814,23.25758731,29.02175898,21.69129923,28.99984799,55.05291173,56.43916249,57.96654021,39.41278695,40.81334549,43.04189014,9.371602836,9.927805055,12.11453033,5.585598006000001,6.113176745,6.909929475,60.88546007,60.17368334,61.70469163,45.857516700000005,44.61893938,47.54453822,15.70072083,14.58249416,17.16278142,17.6313201,15.33494662,21.30945167,38.1629597,39.88741348,35.00756597,9.710849837,10.90629525,7.682609057,10.4307082,11.13280472,9.205447849,11.0,11.0,11.0,11,dreadds
447,198,week7,speed24,0.24,4.028571428999999,14.76016926,0.5008,0.344228571,19.36388812,63.31183072,6.355310574,66.18820204,4.528251634,57.38150517,4.875797219,91.89675433,16.74975826,92.41272409,11.23435157,91.43658719,25.60904132,98.61195926,12.20672756,103.3817639,7.149508263,88.74595145,13.52940389,109.8807761,16.74975826,110.6703516,16.26852044,108.4710765,17.465140899999998,75.64463572,74.44380777,73.36024785,65.92429213,63.87768729,63.8864566,36.51243619,33.29903628,34.89433396,31.7641679,22.88740826,31.67625557,63.97703668,64.84154093,66.48224435,52.88720031,53.73141105,56.72181326,21.04397642,22.0906081,24.14211296,7.627382181000001,7.891741714,10.39653097,70.67363662,70.62938603,70.71477602,60.10003411,59.41681569,61.21867177,28.34392698,27.39963954,30.03036059,19.51580678,17.13157562,24.42805281,52.73822822,54.9756317,47.88540091,20.98212109,22.95845555,16.69708973,12.15400088,12.69039162,11.09478196,12.0,12.0,12.0,12,dreadds
482,199,week7,speed24,0.24,4.138888889,23.59311899,0.444666667,0.284666667,18.76189059,59.01771928,5.464216005,61.13259367,3.03668344,54.49535136,4.454258396,78.29099844,15.09830214,79.83629484,12.94453372,75.73900442,21.39295071,80.51974807,11.77095874,82.82111251,8.865326201,76.40565265,11.93186836,102.0538649,15.09830214,103.3457773,13.97500462,100.5844382,15.46546563,71.08475555,68.95353358,69.33974588,60.26409909,57.07579501,58.44835815,34.74736409,31.4596001,33.06865493,28.32607874,20.99755478,28.17728482,59.44962427,61.7104878,61.61890634,46.45756649,48.31910021,49.61959077,17.95286419,18.57232729,19.98345812,5.780591028,6.906958045,7.700187107,65.76366461,65.31015061,66.19035095,53.11744022,51.95041138,54.76669522,24.81591316,23.28000357,26.99341999,17.00320888,14.86663907,20.78524997,46.37149488,47.77285443,43.07169563,18.46146072,19.75149258,15.68107178,10.51913736,11.16940859,9.448513998,13.0,13.0,13.0,13,dreadds
517,226,week7,speed24,0.2381720889999999,3.818181818,10.39430028,0.481212121,0.324727273,18.08610305,64.36913829999999,5.547999214,66.82536986,3.662531371,59.88946125,4.790460892,64.91359291,16.19762919,65.08007026,10.62785707,65.07053284,17.53239905,69.37375785,10.17891495,72.18100772,7.142092966,65.06051257,10.5355314,130.2058648,16.19762919,130.36864369999998,15.09012395,129.7443209,18.08448433,76.21332459,75.68330243,73.84315031,53.75912297,52.98081449,51.6068265,31.02222514,28.67462847,29.4412446,34.98579501,28.95371527,34.81590224,66.21599979,67.13891019,69.23838696,44.46745693,45.29905158,47.84139257,13.61190971,13.72357138,17.22188846,6.588936512999999,7.17088389,7.619616605,71.64999265,71.64273385,71.77494089,49.20339111,48.82721744,50.09122245,19.83126115,18.57247748,22.62998665,20.05544154,18.03881598,23.78651502,41.92253676,44.00985345,38.20574281,12.90416716,14.00294497,11.28195116,12.83218098,13.24025959,12.05177887,14.0,14.0,14.0,14,dreadds
32,155,week8,speed24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,dreadds
67,162,week8,speed24,0.24,3.911764706,17.4401877,0.491764706,0.3379999999999999,19.24707915,53.39798570000001,4.132772798,54.17168591,3.1921809960000003,51.66029454,3.767003201,57.00146894,13.18876584,55.307952,15.37437786,60.61585733,25.49285083,66.10994829,8.160046834,67.95608784,6.094145349,62.27647298,9.842214122,117.5943463,13.18876584,116.5510453,12.00715334,119.8049791,15.00542833,68.4836243,64.02784731,67.66755902,52.23431689,46.85565698,51.47298426,23.87441242,20.04453211,21.51445662,32.69027515,23.91891737,32.69027515,53.79627937,54.63480579,59.30756551,36.30557304,36.96752976,42.30744483,6.119512777000001,6.18019543,12.06018067,7.197608924,7.447105962999999,10.33567278,60.29184433,58.10077425,64.96474338,43.25795021,40.81188319,48.48536594,12.78762083,10.61484897,17.50545133,19.5126513,16.816157699999998,25.30429925,36.36409159,36.88279485,35.1809171,6.80652395,7.03897107,6.169323951,12.61879267,12.88706936,11.99985041,1.0,1.0,1.0,1,dreadds
102,166,week8,speed24,0.24,3.612903226,6.549049382000001,0.55316129,0.3816774189999999,20.43117882,69.09102265,7.005193471,71.88710977,5.052647117,62.9539034,6.712215874,70.56092324,16.27111378,74.04516191,10.64026501,63.07113908,21.93670128,82.48790463,10.55246844,85.63528993,7.429740422999999,75.72016961,12.33959197,130.660324,16.27111378,130.7261199,14.07974652,130.39789620000002,20.34343605,80.68139695,79.89149214,79.14426831,57.99334237,57.07241448,56.53716866,34.44235245,33.00249625,33.68933536,33.63521186,24.23040174,33.63521186,71.14545453,71.15116087,72.91030207,48.05702184,48.05702184,50.75630496,13.94450116,13.94450116,16.91245812,8.274728854,8.716477219,9.535422726,75.62717146,75.27895394,76.40041726,52.80488488,52.09353242,54.44592755,21.78729549,20.5866007,24.46402264,18.69163577,16.3386951,23.90349282,46.26873608,48.70168824,40.99941369,15.29951822,17.19475652,11.19191074,12.15548696,12.94685092,10.45697895,2.0,2.0,2.0,2,dreadds
137,169,week8,speed24,0.24,4.0,21.85125055,0.500705882,0.324235294,19.30324676,53.0033191,6.228514633,55.19312022,4.049488806,48.57167328,4.357016169,74.9807285,12.35812372,76.86492641,22.77305834,72.6493958,33.72636403,69.10894737,10.37791562,72.09587755,6.813131893,64.68075814,11.40859864,117.5991503,12.35812372,115.660451,10.08908435,120.8959607,12.78378714,67.61264463,66.04453791,64.58419076,51.59982261,49.31792493,48.80877487,28.77068566,26.97809419,23.54237632,29.46509056,23.98474704,29.24347023,52.66454284,56.17717427,55.77013421,35.36550164,39.00975588,38.91003228,11.86078033,15.96429475,13.07533033,5.152784259,6.837917617,7.494234148999999,61.32089437,61.63341479999999,60.75693983,44.57761776,44.51309377,44.74959043,19.42940112,21.14562415,17.11340198,18.66944372,17.42897589,21.47126469,36.32502634,38.13220567,32.64534267,12.87748454,15.47854908,8.118135947999999,11.024453,11.76252872,10.11827609,3.0,3.0,3.0,3,cno
